q1,q2,q3
-0.2918382734703805,1.2894821645490322,-0.08645751345102803
-0.24680785428192664,1.2586465387487575,-0.08696793002915454
-0.202872700674588,1.2262230229020885,-0.08758544484016012
-0.16028197400400912,1.1926146102627209,-0.0883202577157477
-0.11928699508736623,1.1582593199781879,-0.08918256848761996
-0.08014637204734437,1.1236333495146051,-0.09018257698747967
-0.04313123811258568,1.0892545756417775,-0.09133048304702973
-0.008530149666793219,1.0556856906092675,-0.09263648649797274
0.0233469461875232,1.0235358886813601,-0.09411078717201166
0.05216644703330403,0.9934595815140215,-0.09576358490084913
0.07757148883252568,0.9661501989382136,-0.09760507951618796
0.09918604844829987,0.9423269005221252,-0.09964547084973097
0.1166236688485412,0.9227122688961525,-0.10189495873318088
0.129501182044423,0.9080001160169359,-0.10436374299824053
0.13745676164432813,0.8988146106735772,-0.10706202347661264
0.140170206618635,0.8956647938578652,-0.10999999999999999
